coder,doi,aim,performance.type,group,variable,value,section,BLOC,existence,fulfillment
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,section_9_TEXT,Discussion and Conclusion,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,develop.or.adopt,Development,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),"Barrier,Op",1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Introduction,Barrier,1,0.5
Chris,10.3390/gels8020094,Scaffolding,,4,development.category,Scaffolds,Other (Write),Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,develop.or.adopt,Development,Abstract,Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,develop.or.adopt,Development,Abstract,Opportunity,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,development.category,Media and Ingredients,Abstract,Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,development.category,Media and Ingredients,Abstract,Opportunity,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,ingredients,Economical Ingredients,Abstract,Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,ingredients,Economical Ingredients,Abstract,Opportunity,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,opportunity.type,the Environment,Abstract,Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,opportunity.type,the Environment,Abstract,Opportunity,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,env.opps,Non-specified,Abstract,Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,1,env.opps,Non-specified,Abstract,Opportunity,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,2,opportunity.type,the Environment,Introduction,Opportunity,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,2,opportunity.type,Livestock,Introduction,Opportunity,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,2,opportunity.type,Humans,Introduction,Opportunity,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,2,env.opps,Non-specified,Introduction,Opportunity,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,2,Human.opps,Public Health,Introduction,Opportunity,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,2,Health.opps,Increasing Food Security,Introduction,Opportunity,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,2,Health.opps,Non-specified,Introduction,Opportunity,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,3,develop.or.adopt,Development,Introduction,Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,3,development.category,Media and Ingredients,Introduction,Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,3,ingredients,Economical Ingredients,Introduction,Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,3,ingredients,Animal-free Ingredients,Introduction,Barrier,1,0.5
Chris,10.1016/j.fufo.2024.100443,Media,,4,develop.or.adopt,Development,Results and Discussion,Barrier,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,4,development.category,Media and Ingredients,Results and Discussion,Barrier,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,4,ingredients,Economical Ingredients,Results and Discussion,Barrier,1,1
Chris,10.1016/j.fufo.2024.100443,Media,,5,develop.or.adopt,Development,Results and Discussion,Barrier,0.5,NA
Chris,10.1016/j.fufo.2024.100443,Media,,5,development.category,Poor Sensory Attribute,Results and Discussion,Barrier,0.5,NA
Chris,10.1016/j.fufo.2024.100443,Media,,5,senses.dev,Taste,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,1,opportunity.type,the Environment,Abstract,Opportunity,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,1,opportunity.type,Livestock,Abstract,Opportunity,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,1,opportunity.type,Humans,Abstract,Opportunity,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,1,env.opps,Non-specified,Abstract,Opportunity,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,1,Human.opps,Public Health,Abstract,Opportunity,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,1,Health.opps,Increasing Food Security,Abstract,Opportunity,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,2,develop.or.adopt,Adoption,Abstract,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,2,adoption.category,Cost or Willingness to Pay,Abstract,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,3,opportunity.type,the Environment,Introduction,Opportunity,1,0.5
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,3,opportunity.type,Livestock,Introduction,Opportunity,1,0.5
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,3,opportunity.type,Humans,Introduction,Opportunity,1,0.5
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,3,env.opps,Non-specified,Introduction,Opportunity,1,0.5
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,3,Human.opps,Public Health,Introduction,Opportunity,1,0.5
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,3,Health.opps,Increasing Food Security,Introduction,Opportunity,1,0.5
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,4,develop.or.adopt,Development,Introduction,Barrier,1,1
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,4,develop.or.adopt,Adoption,Introduction,Barrier,1,1
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,4,adoption.category,Cost or Willingness to Pay,Introduction,Barrier,1,1
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,4,development.category,non-specified barrier to scale,Introduction,Barrier,1,1
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,5,develop.or.adopt,Adoption,Introduction,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,5,adoption.category,Public Distrust,Introduction,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,5,distrust.sources,Safety Concerns,Introduction,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,5,distrust.sources,The way it is Framed,Introduction,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,5,distrust.sources,Neophobia,Introduction,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,5,distrust.sources,Unnatural perceptions,Introduction,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,5,distrust.sources,Disgust reactions,Introduction,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,6,opportunity.type,the Environment,Background,Opportunity,1,1
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,6,opportunity.type,Livestock,Background,Opportunity,1,1
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,6,env.opps,Non-specified,Background,Opportunity,1,1
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,develop.or.adopt,Adoption,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,adoption.category,Public Distrust,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,adoption.category,Cost or Willingness to Pay,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,distrust.sources,Health Concerns,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,distrust.sources,Safety Concerns,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,distrust.sources,it being unfamiliar,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,distrust.sources,Unnatural perceptions,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,distrust.sources,Disgust reactions,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,distrust.sources,poor Sensory Attributes,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,7,senses.distrust,not specified,Background,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,8,develop.or.adopt,Adoption,Results and Discussion,Barrier,-0.5,0.5
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,8,adoption.category,Public Distrust,Results and Discussion,Barrier,-0.5,0.5
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,8,distrust.sources,Non-specified concerns,Results and Discussion,Barrier,-0.5,0.5
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,develop.or.adopt,Adoption,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,develop.or.adopt,Adoption,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,develop.or.adopt,Adoption,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,adoption.category,Public Distrust,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,adoption.category,Cost or Willingness to Pay,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,adoption.category,Public Distrust,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,adoption.category,Cost or Willingness to Pay,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,adoption.category,Public Distrust,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,adoption.category,Cost or Willingness to Pay,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,it being unfamiliar,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,The way it is Framed,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,Unnatural perceptions,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,Disgust reactions,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,it being unfamiliar,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,The way it is Framed,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,Unnatural perceptions,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,Disgust reactions,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,it being unfamiliar,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,The way it is Framed,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,Unnatural perceptions,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,distrust.sources,Disgust reactions,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,limits,Attributes of Consumption Culture,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,limits,Attributes of Production Culture,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,limits,Attributes of Consumption Culture,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,limits,Attributes of Production Culture,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,limits,Attributes of Consumption Culture,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,limits,Attributes of Production Culture,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,consequences,Job loss,Results and Discussion,Barrier,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,consequences,Job loss,Results and Discussion,Limitation,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,9,consequences,Job loss,Results and Discussion,Consequence,0.5,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,10,develop.or.adopt,Adoption,Conclusion,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,10,adoption.category,Cost or Willingness to Pay,Conclusion,Barrier,1,NA
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,11,develop.or.adopt,Adoption,Conclusion,Barrier,-1,1
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,11,adoption.category,Public Distrust,Conclusion,Barrier,-1,1
Chris,10.1108/BFJ-09-2021-0987,Acceptance,,11,distrust.sources,Non-specified concerns,Conclusion,Barrier,-1,1
Chris,10.1007/s00425-024-04456-5,Media,,1,develop.or.adopt,Development,Introduction,Barrier,1,0.5
